【 文献号 】1-387【原文出处】中国软科学【原刊地名】京【原刊期号】199612【原刊页号】70-74【分 类 号】F102【分 类 名】劳动经济与人力资源管理【 作  者 】农业部农村经济研究中心课题组【复印期号】199702【 标  题 】农村劳动力外出就业对农民、农业及输出地的影响与对策【 正  文 】    引言    ９０年代以来，农村劳动力大规模跨城乡流动，成为国内外普遍关注的现象之一。
0	 ATT	 6	 ﻿	 v
7	 ATT	 8	 万	 m
8	 POB	 4	 人	 n
9	 WP	 3	 ，	 wp
10	 ADV	 11	 约	 d
11	 COO	 3	 占	 v
12	 ATT	 13	 农村	 n
13	 ATT	 14	 劳动力	 n
14	 ATT	 16	 总数	 n
15	 RAD	 14	 的	 u
16	 VOB	 11	 １／７	 m
17	 WP	 3	 。	 wp

    如此众多的农村劳动力外出打工，固然与城乡和区域之间收入差距的扩大有关，但也反映了农村经济发展现阶段上的内在矛盾。
0	 ADV	 1	 如此	 r
1	 ATT	 4	 众多	 m
2	 RAD	 1	 的	 u
3	 ATT	 4	 农村	 n
4	 SBV	 5	 劳动力	 n
5	 HED	 -1	 外出	 v
6	 COO	 5	 打工	 v
7	 WP	 5	 ，	 wp
8	 ADV	 17	 固然	 d
9	 ADV	 17	 与	 p
10	 ATT	 13	 城乡	 n
11	 LAD	 12	 和	 c
12	 COO	 10	 区域	 n
13	 ATT	 14	 之间	 nd
14	 ATT	 15	 收入	 n
15	 POB	 9	 差距	 n
16	 RAD	 9	 的	 u
17	 COO	 5	 扩大	 v
18	 VOB	 17	 有关	 v
19	 WP	 5	 ，	 wp
20	 ADV	 22	 但	 c
21	 ADV	 22	 也	 d
22	 COO	 5	 反映	 v
23	 RAD	 22	 了	 u
24	 ATT	 25	 农村	 n
25	 SBV	 26	 经济	 n
26	 ATT	 31	 发展	 v
27	 ATT	 28	 现阶段	 nt
28	 ATT	 30	 上	 nd
29	 RAD	 28	 的	 u
30	 VOB	 26	 内在	 b
31	 VOB	 22	 矛盾	 a
32	 WP	 5	 。	 wp

８０年末期以来出现的农民收入增长滞缓，农业增产不增收，乡镇企业吸纳就业能力下降以及“民工潮”涌动等现象，是否表现农村中久以存在的巨大就业压力不可能再囿于农村自身全部消化，是否昭示着一个区别以往的农村经济结构深刻变革的新时期已经到来？    为此，把握和认识农村劳动力大规模流动与农村发展内在矛盾运动的联系，我们以输出地入手来研究中国农村劳动力流动问题，特别是这种流动将会给农村、农业和农民带来的影响。
0	 ATT	 1	 ８０年	 nt
1	 ADV	 2	 末期	 nt
2	 ADV	 3	 以来	 nd
3	 ATT	 6	 出现	 v
4	 RAD	 3	 的	 u
5	 ATT	 6	 农民	 n
6	 SBV	 7	 收入	 n
7	 HED	 -1	 增长	 v
8	 VOB	 7	 滞缓	 a
9	 WP	 7	 ，	 wp
10	 SBV	 11	 农业	 n
11	 COO	 7	 增产	 v
12	 ADV	 13	 不	 d
13	 ATT	 26	 增收	 v
14	 WP	 13	 ，	 wp
15	 SBV	 16	 乡镇企业	 n
16	 COO	 13	 吸纳	 v
17	 ATT	 18	 就业	 v
18	 SBV	 19	 能力	 n
19	 VOB	 16	 下降	 v
20	 LAD	 24	 以及	 c
21	 WP	 22	 “	 wp
22	 SBV	 24	 民工潮	 n
23	 WP	 22	 ”	 wp
24	 COO	 19	 涌动	 v
25	 RAD	 16	 等	 u
26	 VOB	 11	 现象	 n
27	 WP	 11	 ，	 wp
28	 ADV	 29	 是否	 v
29	 ATT	 30	 表现	 v
30	 ATT	 31	 农村	 n
31	 ADV	 42	 中	 nd
32	 ADV	 42	 久	 a
33	 ADV	 42	 以	 p
34	 ATT	 38	 存在	 v
35	 RAD	 34	 的	 u
36	 ATT	 38	 巨大	 a
37	 ATT	 38	 就业	 v
38	 POB	 33	 压力	 n
39	 ADV	 40	 不	 d
40	 ADV	 42	 可能	 v
41	 ADV	 42	 再	 d
42	 COO	 11	 囿于	 v
43	 ATT	 44	 农村	 n
44	 ADV	 46	 自身	 r
45	 ADV	 46	 全部	 m
46	 VOB	 42	 消化	 v
47	 WP	 7	 ，	 wp
48	 ADV	 49	 是否	 v
49	 COO	 7	 昭示	 v
50	 RAD	 49	 着	 u
51	 ATT	 62	 一个	 m
52	 ATT	 62	 区别	 v
53	 ATT	 57	 以往	 nt
54	 RAD	 53	 的	 u
55	 ATT	 56	 农村	 n
56	 ATT	 57	 经济	 n
57	 SBV	 58	 结构	 n
58	 ADV	 59	 深刻	 a
59	 VOB	 52	 变革	 v
60	 RAD	 52	 的	 u
61	 ATT	 62	 新	 a
62	 SBV	 64	 时期	 n
63	 ADV	 64	 已经	 d
64	 VOB	 49	 到来	 v
65	 WP	 7	 ？	 wp

８０年末期以来出现的农民收入增长滞缓，农业增产不增收，乡镇企业吸纳就业能力下降以及“民工潮”涌动等现象，是否表现农村中久以存在的巨大就业压力不可能再囿于农村自身全部消化，是否昭示着一个区别以往的农村经济结构深刻变革的新时期已经到来？    为此，把握和认识农村劳动力大规模流动与农村发展内在矛盾运动的联系，我们以输出地入手来研究中国农村劳动力流动问题，特别是这种流动将会给农村、农业和农民带来的影响。
0	 ADV	 8	 为此	 d
1	 WP	 0	 ，	 wp
2	 ADV	 8	 把握	 v
3	 LAD	 4	 和	 c
4	 COO	 2	 认识	 v
5	 ATT	 6	 农村	 n
6	 VOB	 2	 劳动力	 n
7	 ADV	 8	 大规模	 d
8	 HED	 -1	 流动	 v
9	 LAD	 11	 与	 c
10	 SBV	 11	 农村	 n
11	 COO	 8	 发展	 v
12	 ADV	 16	 内在	 b
13	 ATT	 16	 矛盾	 a
14	 COO	 13	 运动	 v
15	 RAD	 13	 的	 u
16	 VOB	 11	 联系	 v
17	 WP	 8	 ，	 wp
18	 SBV	 22	 我们	 r
19	 ADV	 22	 以	 p
20	 POB	 19	 输出	 v
21	 RAD	 20	 地	 u
22	 COO	 8	 入手	 v
23	 CMP	 22	 来	 v
24	 COO	 22	 研究	 v
25	 ATT	 26	 中国	 ns
26	 ATT	 27	 农村	 n
27	 SBV	 28	 劳动力	 n
28	 ATT	 29	 流动	 v
29	 VOB	 24	 问题	 n
30	 WP	 22	 ，	 wp
31	 ADV	 32	 特别	 d
32	 COO	 22	 是	 v
33	 ADV	 34	 这种	 r
34	 SBV	 43	 流动	 v
35	 ADV	 43	 将	 d
36	 ADV	 43	 会	 v
37	 ADV	 43	 给	 p
38	 POB	 37	 农村	 n
39	 WP	 40	 、	 wp
40	 COO	 38	 农业	 n
41	 LAD	 42	 和	 c
42	 COO	 38	 农民	 n
43	 ATT	 45	 带来	 v
44	 RAD	 43	 的	 u
45	 VOB	 32	 影响	 v
46	 WP	 22	 。	 wp

            一、现阶段农村劳动力流动的基本特征            （一）外出劳动力的人口特征和从业分布    利用四川、安徽两省２８个县、２８０个村庄、２８２０个样本户的资料，对外出劳动力的人口特征和从业情况作出推断和分析。
0	 ADV	 12	 一	 m
1	 WP	 12	 、	 wp
2	 ADV	 5	 现阶段	 nt
3	 ATT	 4	 农村	 n
4	 SBV	 5	 劳动力	 n
5	 ATT	 8	 流动	 v
6	 RAD	 5	 的	 u
7	 ATT	 8	 基本	 a
8	 SBV	 12	 特征	 n
9	 WP	 10	 （	 wp
10	 ADV	 12	 一	 m
11	 WP	 10	 ）	 wp
12	 HED	 -1	 外出	 v
13	 ATT	 16	 劳动力	 n
14	 RAD	 13	 的	 u
15	 ATT	 16	 人口	 n
16	 VOB	 12	 特征	 n
17	 LAD	 19	 和	 c
18	 ADV	 19	 从业	 b
19	 COO	 12	 分布	 v
20	 COO	 19	 利用	 v
21	 ATT	 25	 四川	 ns
22	 WP	 23	 、	 wp
23	 COO	 21	 安徽	 ns
24	 ATT	 25	 两	 m
25	 ATT	 28	 省	 n
26	 ATT	 27	 ２８	 m
27	 ATT	 28	 个	 q
28	 ATT	 38	 县	 n
29	 WP	 32	 、	 wp
30	 ATT	 31	 ２８０	 m
31	 ATT	 32	 个	 q
32	 COO	 28	 村庄	 n
33	 WP	 36	 、	 wp
34	 ATT	 35	 ２８２０	 m
35	 ATT	 36	 个	 q
36	 COO	 28	 样本户	 n
37	 RAD	 28	 的	 u
38	 VOB	 20	 资料	 n
39	 WP	 20	 ，	 wp
40	 ADV	 49	 对	 p
41	 ATT	 45	 外出	 v
42	 VOB	 41	 劳动力	 n
43	 RAD	 41	 的	 u
44	 ATT	 45	 人口	 n
45	 POB	 40	 特征	 n
46	 LAD	 48	 和	 c
47	 ATT	 48	 从业	 b
48	 COO	 45	 情况	 n
49	 COO	 20	 作出	 v
50	 VOB	 49	 推断	 v
51	 LAD	 52	 和	 c
52	 COO	 50	 分析	 v
53	 WP	 12	 。	 wp

    年龄结构：两省外出劳动力的平均年龄分别为２６．９岁和２７．４岁。
0	 ATT	 1	 年龄	 n
1	 ATT	 4	 结构	 n
2	 WP	 1	 ：	 wp
3	 ATT	 4	 两	 m
4	 SBV	 5	 省	 n
5	 ATT	 9	 外出	 v
6	 COO	 5	 劳动力	 n
7	 RAD	 5	 的	 u
8	 ATT	 9	 平均	 a
9	 SBV	 11	 年龄	 n
10	 ADV	 11	 分别	 d
11	 HED	 -1	 为	 v
12	 ATT	 13	 ２６．９	 m
13	 VOB	 11	 岁	 q
14	 LAD	 16	 和	 c
15	 ATT	 16	 ２７．４	 m
16	 COO	 13	 岁	 q
17	 WP	 11	 。	 wp

外出劳动力多为３５岁以下的青壮年，比重分别为７９％和８１％。
0	 ATT	 1	 外出	 v
1	 SBV	 3	 劳动力	 n
2	 ADV	 3	 多	 d
3	 HED	 -1	 为	 v
4	 ATT	 5	 ３５	 m
5	 ATT	 6	 岁	 q
6	 ATT	 8	 以下	 nd
7	 RAD	 6	 的	 u
8	 VOB	 3	 青壮年	 n
9	 WP	 3	 ，	 wp
10	 SBV	 12	 比重	 n
11	 ADV	 12	 分别	 d
12	 COO	 3	 为	 v
13	 VOB	 12	 ７９％	 m
14	 LAD	 15	 和	 c
15	 COO	 13	 ８１％	 m
16	 WP	 3	 。	 wp

    性别结构：外出劳动力男性比例明显高于女性，两省外出劳动力男性比重分别为６９．３％和６５．２％，但在１８岁以下年龄组中，却是女性比例高。
0	 ATT	 1	 性别	 n
1	 SBV	 3	 结构	 n
2	 WP	 1	 ：	 wp
3	 HED	 -1	 外出	 v
4	 ATT	 5	 劳动力	 n
5	 ATT	 6	 男性	 n
6	 VOB	 3	 比例	 n
7	 ADV	 8	 明显	 a
8	 COO	 3	 高于	 v
9	 VOB	 8	 女性	 n
10	 WP	 3	 ，	 wp
11	 ATT	 12	 两	 m
12	 ATT	 16	 省	 n
13	 ATT	 15	 外出	 v
14	 COO	 13	 劳动力	 n
15	 ATT	 16	 男性	 n
16	 SBV	 18	 比重	 n
17	 ADV	 18	 分别	 d
18	 COO	 3	 为	 v
19	 VOB	 18	 ６９．３％	 m
20	 LAD	 21	 和	 c
21	 COO	 19	 ６５．２％	 m
22	 WP	 3	 ，	 wp
23	 ADV	 32	 但	 c
24	 ADV	 32	 在	 p
25	 ATT	 26	 １８	 m
26	 ATT	 27	 岁	 q
27	 ATT	 28	 以下	 nd
28	 ATT	 29	 年龄组	 n
29	 POB	 24	 中	 nd
30	 WP	 24	 ，	 wp
31	 ADV	 32	 却	 d
32	 COO	 3	 是	 v
33	 ATT	 34	 女性	 n
34	 SBV	 35	 比例	 n
35	 VOB	 32	 高	 a
36	 WP	 3	 。	 wp

    婚姻状况：从性别来看，男性中已婚者多于未婚者，女性中未婚者多于已婚者。
0	 ATT	 1	 婚姻	 n
1	 SBV	 10	 状况	 n
2	 WP	 1	 ：	 wp
3	 ADV	 10	 从	 p
4	 POB	 3	 性别	 n
5	 RAD	 3	 来看	 v
6	 WP	 3	 ，	 wp
7	 ATT	 8	 男性	 n
8	 ATT	 9	 中	 nd
9	 SBV	 10	 已婚者	 n
10	 HED	 -1	 多于	 v
11	 VOB	 10	 未婚者	 n
12	 WP	 10	 ，	 wp
13	 ATT	 14	 女性	 n
14	 ATT	 15	 中	 nd
15	 SBV	 16	 未婚者	 n
16	 COO	 10	 多于	 v
17	 VOB	 16	 已婚者	 n
18	 WP	 10	 。	 wp

两省男性中的未婚比重分别为４３．７％和４８．９％，而女性未婚比重分别为６８．３％和６２．５％。
0	 ATT	 1	 两	 m
1	 ATT	 2	 省	 n
2	 ATT	 3	 男性	 n
3	 ATT	 6	 中	 nd
4	 RAD	 3	 的	 u
5	 ATT	 6	 未婚	 v
6	 SBV	 8	 比重	 n
7	 ADV	 8	 分别	 d
8	 HED	 -1	 为	 v
9	 VOB	 8	 ４３．７％	 m
10	 LAD	 11	 和	 c
11	 COO	 9	 ４８．９％	 m
12	 WP	 8	 ，	 wp
13	 ADV	 18	 而	 c
14	 SBV	 15	 女性	 n
15	 SBV	 18	 未婚	 v
16	 VOB	 15	 比重	 n
17	 ADV	 18	 分别	 d
18	 COO	 8	 为	 v
19	 VOB	 18	 ６８．３％	 m
20	 LAD	 21	 和	 c
21	 COO	 19	 ６２．５％	 m
22	 WP	 8	 。	 wp

    文化程度：外出劳力的文化水平明显高于非外出劳动力。
0	 ATT	 1	 文化	 n
1	 SBV	 3	 程度	 n
2	 WP	 1	 ：	 wp
3	 HED	 -1	 外出	 v
4	 ATT	 7	 劳力	 n
5	 RAD	 4	 的	 u
6	 ATT	 7	 文化	 n
7	 DBL	 3	 水平	 n
8	 ADV	 9	 明显	 a
9	 COO	 3	 高于	 v
10	 ATT	 11	 非外出	 b
11	 VOB	 9	 劳动力	 n
12	 WP	 3	 。	 wp

两省外出劳力的初中文化程度比非外出劳力分别高１５和７．８个百分点；平均受教育年限分别多１．４５和１．８８年。
0	 ATT	 1	 两	 m
1	 SBV	 2	 省	 n
2	 HED	 -1	 外出	 v
3	 ATT	 7	 劳力	 n
4	 RAD	 3	 的	 u
5	 ATT	 6	 初中	 n
6	 ATT	 7	 文化	 n
7	 SBV	 13	 程度	 n
8	 ADV	 13	 比	 p
9	 ADV	 10	 非	 d
10	 ATT	 11	 外出	 v
11	 POB	 8	 劳力	 n
12	 ADV	 13	 分别	 d
13	 ATT	 18	 高	 a
14	 ATT	 17	 １５	 m
15	 LAD	 16	 和	 c
16	 COO	 14	 ７．８	 m
17	 ATT	 18	 个	 q
18	 VOB	 2	 百分点	 n
19	 WP	 2	 ；	 wp

两省外出劳力的初中文化程度比非外出劳力分别高１５和７．８个百分点；平均受教育年限分别多１．４５和１．８８年。
0	 ADV	 1	 平均	 a
1	 HED	 -1	 受	 v
2	 VOB	 1	 教育	 v
3	 SBV	 5	 年限	 n
4	 ADV	 5	 分别	 d
5	 ATT	 9	 多	 a
6	 ATT	 9	 １．４５	 m
7	 LAD	 8	 和	 c
8	 COO	 6	 １．８８	 m
9	 VOB	 2	 年	 q
10	 WP	 1	 。	 wp

    外出去向：跨省打工者的比重分别高达７８．２％和９１．３％；四川劳力集中流向广东、福建，安徽劳力集中流向江浙沪一带。
0	 HED	 -1	 外出	 v
1	 VOB	 0	 去向	 n
2	 WP	 0	 ：	 wp
3	 ATT	 7	 跨	 v
4	 VOB	 3	 省	 n
5	 COO	 4	 打工者	 n
6	 RAD	 3	 的	 u
7	 SBV	 10	 比重	 n
8	 ADV	 10	 分别	 d
9	 ADV	 10	 高	 a
10	 COO	 0	 达	 v
11	 VOB	 10	 ７８．２％	 m
12	 LAD	 13	 和	 c
13	 COO	 11	 ９１．３％	 m
14	 WP	 0	 ；	 wp

    外出去向：跨省打工者的比重分别高达７８．２％和９１．３％；四川劳力集中流向广东、福建，安徽劳力集中流向江浙沪一带。
0	 ATT	 1	 四川	 ns
1	 SBV	 2	 劳力	 n
2	 ADV	 3	 集中	 a
3	 HED	 -1	 流向	 v
4	 ATT	 9	 广东	 ns
5	 WP	 6	 、	 wp
6	 COO	 4	 福建	 ns
7	 WP	 6	 ，	 wp
8	 COO	 4	 安徽	 ns
9	 SBV	 10	 劳力	 n
10	 VOB	 3	 集中	 v
11	 VOB	 10	 流向	 v
12	 ATT	 13	 江	 n
13	 ATT	 14	 浙沪	 j
14	 VOB	 11	 一带	 n
15	 WP	 3	 。	 wp

    从业结构：外出劳力的就业行业主要是建筑业、工业和服务业。
0	 ATT	 1	 从业	 b
1	 SBV	 3	 结构	 n
2	 WP	 1	 ：	 wp
3	 ATT	 4	 外出	 v
4	 ATT	 7	 劳力	 n
5	 RAD	 4	 的	 u
6	 ATT	 7	 就业	 v
7	 SBV	 9	 行业	 n
8	 ADV	 9	 主要	 d
9	 HED	 -1	 是	 v
10	 VOB	 9	 建筑业	 n
11	 WP	 12	 、	 wp
12	 COO	 10	 工业	 n
13	 LAD	 14	 和	 c
14	 COO	 10	 服务业	 n
15	 WP	 9	 。	 wp

    外出方式：据对两省１２村３００户２９５个外出劳动力外出信息获得和外出方式的调查，他们中绝大多数是由亲属亲戚或本村村民带出的，村集体或乡及乡以上行政单位介绍的、抑或自发外出的都很少，由民间职业机构介绍的则一个也没有。
0	 ATT	 1	 外出	 v
1	 SBV	 27	 方式	 n
2	 WP	 1	 ：	 wp
3	 ADV	 27	 据	 p
4	 ADV	 22	 对	 p
5	 ATT	 6	 两	 m
6	 ATT	 10	 省	 n
7	 ATT	 8	 １２	 m
8	 COO	 6	 村	 n
9	 ATT	 10	 ３００	 m
10	 ATT	 20	 户	 q
11	 ATT	 12	 ２９５	 m
12	 ATT	 14	 个	 q
13	 ATT	 14	 外出	 v
14	 SBV	 15	 劳动力	 n
15	 ATT	 20	 外出	 v
16	 SBV	 17	 信息	 n
17	 COO	 15	 获得	 v
18	 LAD	 19	 和	 c
19	 COO	 15	 外出	 v
20	 POB	 4	 方式	 n
21	 RAD	 4	 的	 u
22	 POB	 3	 调查	 v
23	 WP	 3	 ，	 wp
24	 ATT	 25	 他们	 r
25	 ATT	 26	 中	 nd
26	 SBV	 27	 绝大多数	 i
27	 HED	 -1	 是	 v
28	 ADV	 34	 由	 p
29	 ATT	 30	 亲属	 n
30	 POB	 28	 亲戚	 n
31	 LAD	 33	 或	 c
32	 ATT	 33	 本村	 r
33	 COO	 30	 村民	 n
34	 VOB	 27	 带	 v
35	 CMP	 34	 出	 v
36	 RAD	 34	 的	 u
37	 WP	 34	 ，	 wp
38	 ATT	 39	 村	 n
39	 SBV	 47	 集体	 n
40	 LAD	 46	 或	 c
41	 ATT	 44	 乡	 n
42	 LAD	 43	 及	 c
43	 COO	 41	 乡	 n
44	 ATT	 46	 以上	 nd
45	 ATT	 46	 行政	 n
46	 COO	 39	 单位	 n
47	 COO	 34	 介绍	 v
48	 RAD	 34	 的	 u
49	 WP	 56	 、	 wp
50	 ADV	 52	 抑或	 c
51	 ADV	 52	 自发	 d
52	 SBV	 56	 外出	 v
53	 RAD	 52	 的	 u
54	 ADV	 56	 都	 d
55	 ADV	 56	 很	 d
56	 HED	 57	 少	 a
57	 WP	 27	 ，	 wp
58	 ADV	 62	 由	 p
59	 ATT	 61	 民间	 n
60	 ATT	 61	 职业	 n
61	 POB	 58	 机构	 n
62	 FOB	 67	 介绍	 v
63	 RAD	 62	 的	 u
64	 ADV	 67	 则	 c
65	 FOB	 67	 一个	 m
66	 ADV	 67	 也	 d
67	 COO	 27	 没有	 v
68	 WP	 27	 。	 wp

            （二）农村外出劳动力的社会群体五特征            １．以增长收入为目的，他们来自低收入地区，但又不是最低收入户。
0	 WP	 1	 （	 wp
1	 ADV	 8	 二	 m
2	 WP	 1	 ）	 wp
3	 SBV	 4	 农村	 n
4	 ATT	 8	 外出	 v
5	 COO	 4	 劳动力	 n
6	 RAD	 4	 的	 u
7	 ATT	 8	 社会	 n
8	 ATT	 10	 群体	 n
9	 ATT	 10	 五	 m
10	 SBV	 15	 特征	 n
11	 SBV	 15	 １．	 m
12	 ADV	 15	 以	 p
13	 ATT	 14	 增长	 v
14	 POB	 12	 收入	 n
15	 HED	 -1	 为	 v
16	 VOB	 15	 目的	 n
17	 WP	 15	 ，	 wp
18	 SBV	 19	 他们	 r
19	 COO	 15	 来自	 v
20	 ATT	 21	 低收入	 n
21	 VOB	 19	 地区	 n
22	 WP	 15	 ，	 wp
23	 ADV	 26	 但	 c
24	 ADV	 26	 又	 d
25	 ADV	 26	 不	 d
26	 COO	 15	 是	 v
27	 ATT	 28	 最低	 a
28	 ATT	 29	 收入	 n
29	 VOB	 26	 户	 n
30	 WP	 15	 。	 wp

    若把四川、安徽样本户以县为单位分组观察，农民人均纯收入与外出劳动力的比重呈弱相关关系，尤其是最低收入县，其外出比重并不高；再做户一级人均纯收入与外出劳动力比重关系的分析结果发现：收入组由低到高，与外出劳动力的比重曲线，基本呈倒Ｕ字型。
0	 ADV	 1	 若	 c
1	 ADV	 10	 把	 p
2	 ATT	 5	 四川	 ns
3	 WP	 4	 、	 wp
4	 COO	 2	 安徽	 ns
5	 POB	 1	 样本户	 n
6	 ADV	 8	 以	 p
7	 POB	 6	 县	 n
8	 ADV	 10	 为	 p
9	 POB	 8	 单位	 n
10	 HED	 -1	 分组	 v
11	 VOB	 10	 观察	 v
12	 WP	 10	 ，	 wp
13	 ATT	 15	 农民	 n
14	 ATT	 15	 人均	 j
15	 SBV	 21	 纯收入	 n
16	 ADV	 21	 与	 c
17	 ATT	 20	 外出	 v
18	 COO	 17	 劳动力	 n
19	 RAD	 17	 的	 u
20	 POB	 16	 比重	 n
21	 COO	 10	 呈弱	 v
22	 ATT	 23	 相关	 v
23	 VOB	 21	 关系	 n
24	 WP	 10	 ，	 wp
25	 ADV	 26	 尤其	 d
26	 COO	 10	 是	 v
27	 ATT	 28	 最低	 a
28	 ATT	 29	 收入	 n
29	 VOB	 26	 县	 n
30	 WP	 10	 ，	 wp
31	 ATT	 33	 其	 r
32	 ATT	 33	 外出	 v
33	 SBV	 36	 比重	 n
34	 ADV	 36	 并	 d
35	 ADV	 36	 不	 d
36	 COO	 10	 高	 a
37	 WP	 10	 ；	 wp

    若把四川、安徽样本户以县为单位分组观察，农民人均纯收入与外出劳动力的比重呈弱相关关系，尤其是最低收入县，其外出比重并不高；再做户一级人均纯收入与外出劳动力比重关系的分析结果发现：收入组由低到高，与外出劳动力的比重曲线，基本呈倒Ｕ字型。
0	 ADV	 1	 再	 d
1	 ATT	 13	 做	 v
2	 ATT	 5	 户	 n
3	 ATT	 5	 一级	 b
4	 ATT	 5	 人均	 j
5	 ATT	 10	 纯收入	 n
6	 LAD	 7	 与	 c
7	 ATT	 9	 外出	 v
8	 COO	 7	 劳动力	 n
9	 COO	 5	 比重	 n
10	 VOB	 1	 关系	 n
11	 RAD	 1	 的	 u
12	 ATT	 13	 分析	 v
13	 ADV	 14	 结果	 n
14	 HED	 -1	 发现	 v
15	 WP	 14	 ：	 wp
16	 ATT	 17	 收入	 n
17	 SBV	 20	 组	 n
18	 ADV	 20	 由	 p
19	 POB	 18	 低	 a
20	 VOB	 14	 到	 p
21	 VOB	 20	 高	 a
22	 WP	 20	 ，	 wp
23	 COO	 20	 与	 p
24	 ATT	 28	 外出	 v
