【 文献号 】2-1295【原文出处】《中国财政》【原刊地名】京【原刊期号】200002【分 类 号】F61【分 类 名】财政与税务【复印期号】200005【 标  题 】财政问题——当前经济工作焦点【 作  者 】张昭立【 正  文 】    当前。
0	 ADV	 11	 ﻿	 v
7	 WP	 1	 。	 wp

是当前经济工作的焦点。
0	 HED	 -1	 是	 v
1	 ATT	 5	 当前	 nt
2	 ATT	 3	 经济	 n
3	 ATT	 5	 工作	 v
4	 RAD	 3	 的	 u
5	 VOB	 0	 焦点	 n
6	 WP	 0	 。	 wp

    一、财政在调节经济运行中的地位和作用日益突出。
0	 ADV	 9	 一	 m
1	 WP	 9	 、	 wp
2	 ATT	 9	 财政	 n
3	 ATT	 9	 在	 p
4	 ATT	 7	 调节	 v
5	 SBV	 6	 经济	 n
6	 VOB	 4	 运行	 v
7	 POB	 3	 中	 nd
8	 RAD	 3	 的	 u
9	 SBV	 13	 地位	 n
10	 LAD	 11	 和	 c
11	 COO	 9	 作用	 n
12	 ADV	 13	 日益	 d
13	 HED	 -1	 突出	 a
14	 WP	 13	 。	 wp

各级都在重视财政问题    1998年。
0	 FOB	 3	 各级	 r
1	 ADV	 3	 都	 d
2	 ADV	 3	 在	 p
3	 HED	 -1	 重视	 v
4	 ATT	 5	 财政	 n
5	 ATT	 6	 问题	 n
6	 VOB	 3	 1998年	 nt
7	 WP	 3	 。	 wp

中央为了扩大内需、促进经济增长。
0	 SBV	 2	 中央	 n
1	 ADV	 2	 为了	 p
2	 HED	 -1	 扩大	 v
3	 VOB	 2	 内需	 n
4	 WP	 5	 、	 wp
5	 COO	 2	 促进	 v
6	 ATT	 7	 经济	 n
7	 VOB	 5	 增长	 v
8	 WP	 5	 。	 wp

提出了实行积极的财政政策等一系列宏观调控措施。
0	 HED	 -1	 提出	 v
1	 RAD	 0	 了	 u
2	 ATT	 12	 实行	 v
3	 ATT	 6	 积极	 a
4	 RAD	 3	 的	 u
5	 ATT	 6	 财政	 n
6	 VOB	 2	 政策	 n
7	 RAD	 2	 等	 u
8	 ATT	 9	 一	 m
9	 ATT	 12	 系列	 q
10	 ADV	 11	 宏观	 n
11	 ATT	 12	 调控	 v
12	 VOB	 0	 措施	 n
13	 WP	 0	 。	 wp

1999年。
0	 HED	 -1	 1999年	 nt
1	 WP	 0	 。	 wp

中央进一步加大实施积极财政政策的力度。
0	 SBV	 2	 中央	 n
1	 ADV	 2	 进一步	 d
2	 HED	 -1	 加大	 v
3	 ATT	 8	 实施	 v
4	 ATT	 6	 积极	 a
5	 ATT	 6	 财政	 n
6	 VOB	 3	 政策	 n
7	 RAD	 3	 的	 u
8	 VOB	 2	 力度	 n
9	 WP	 2	 。	 wp

各级更加重视运用财政调控手段调控经济运行。
0	 SBV	 2	 各级	 r
1	 ADV	 2	 更加	 d
2	 HED	 -1	 重视	 v
3	 VOB	 2	 运用	 v
4	 SBV	 5	 财政	 n
5	 ATT	 6	 调控	 v
6	 VOB	 3	 手段	 n
7	 COO	 3	 调控	 v
8	 SBV	 9	 经济	 n
9	 VOB	 7	 运行	 v
10	 WP	 2	 。	 wp

山东在去年初就提出“要把贯彻落实好积极的财政政策。
0	 SBV	 4	 山东	 ns
1	 ADV	 4	 在	 p
2	 POB	 1	 去年初	 nt
3	 ADV	 4	 就	 d
4	 HED	 -1	 提出	 v
5	 WP	 14	 “	 wp
6	 ADV	 11	 要	 v
7	 ADV	 11	 把	 p
8	 POB	 7	 贯彻	 v
9	 COO	 8	 落实	 v
10	 CMP	 8	 好	 a
11	 ATT	 14	 积极	 a
12	 RAD	 11	 的	 u
13	 ATT	 14	 财政	 n
14	 VOB	 4	 政策	 n
15	 WP	 4	 。	 wp

作为当前财政工作的主旋律”。
0	 HED	 -1	 作为	 p
1	 ATT	 5	 当前	 nt
2	 SBV	 3	 财政	 n
3	 ATT	 5	 工作	 v
4	 RAD	 3	 的	 u
5	 VOB	 0	 主旋律	 n
6	 WP	 0	 ”	 wp
7	 WP	 0	 。	 wp

积极寻求支持经济发展的新途径。
0	 ADV	 1	 积极	 a
1	 HED	 -1	 寻求	 v
2	 ATT	 7	 支持	 v
3	 SBV	 4	 经济	 n
4	 VOB	 2	 发展	 v
5	 RAD	 2	 的	 u
6	 ATT	 7	 新	 a
7	 VOB	 1	 途径	 n
8	 WP	 1	 。	 wp

及时拨付并管好用好国债转贷资金。
0	 ADV	 1	 及时	 a
1	 HED	 -1	 拨付	 v
2	 ADV	 3	 并	 c
3	 COO	 1	 管	 v
4	 CMP	 3	 好	 a
5	 COO	 3	 用	 v
6	 CMP	 5	 好	 a
7	 ATT	 9	 国债	 n
8	 ATT	 9	 转贷	 v
9	 VOB	 5	 资金	 n
10	 WP	 1	 。	 wp

通过实行财政贴息、建立担保基金等办法。
0	 ADV	 3	 通过	 p
1	 POB	 0	 实行	 v
2	 VOB	 1	 财政	 n
3	 HED	 -1	 贴息	 v
4	 WP	 5	 、	 wp
5	 COO	 3	 建立	 v
6	 ATT	 9	 担保	 v
7	 VOB	 6	 基金	 n
8	 COO	 6	 等	 u
9	 VOB	 5	 办法	 n
10	 WP	 3	 。	 wp

引导和吸引更多的社会资金投入基础设施建设。
0	 HED	 -1	 引导	 v
1	 LAD	 2	 和	 c
2	 COO	 0	 吸引	 v
3	 ADV	 4	 更	 d
4	 ATT	 7	 多	 a
5	 RAD	 4	 的	 u
6	 ATT	 7	 社会	 n
7	 VOB	 0	 资金	 n
8	 VOB	 0	 投入	 v
9	 ATT	 10	 基础	 n
10	 FOB	 11	 设施	 n
11	 VOB	 8	 建设	 v
12	 WP	 0	 。	 wp

并改变了过去直接向企业投资的办法。
0	 ADV	 1	 并	 c
1	 HED	 -1	 改变	 v
2	 RAD	 1	 了	 u
3	 ATT	 9	 过去	 nt
4	 ADV	 7	 直接	 a
5	 ADV	 7	 向	 p
6	 POB	 5	 企业	 n
7	 ATT	 9	 投资	 v
8	 RAD	 7	 的	 u
9	 VOB	 1	 办法	 n
10	 WP	 1	 。	 wp

省财政安排了高新技术开发和外资出口贴息资金。
0	 ATT	 1	 省	 n
1	 SBV	 2	 财政	 n
2	 HED	 -1	 安排	 v
3	 RAD	 2	 了	 u
4	 VOB	 2	 高新技术	 n
5	 COO	 2	 开发	 v
6	 LAD	 8	 和	 c
7	 FOB	 8	 外资	 n
8	 COO	 5	 出口	 v
9	 VOB	 5	 贴息	 v
10	 VOB	 5	 资金	 n
11	 WP	 2	 。	 wp

加快经济结构调整。
0	 HED	 -1	 加快	 v
1	 ATT	 2	 经济	 n
2	 FOB	 3	 结构	 n
3	 VOB	 0	 调整	 v
4	 WP	 0	 。	 wp

促进出口增长。
0	 HED	 -1	 促进	 v
1	 ATT	 2	 出口	 v
2	 VOB	 0	 增长	 v
3	 WP	 0	 。	 wp

并积极支持建立企业信贷担保基金。
0	 ADV	 2	 并	 c
1	 ADV	 2	 积极	 a
2	 HED	 -1	 支持	 v
3	 VOB	 2	 建立	 v
4	 ATT	 7	 企业	 n
5	 SBV	 6	 信贷	 n
6	 ATT	 7	 担保	 v
7	 VOB	 3	 基金	 n
8	 WP	 2	 。	 wp

努力为企业改革和发展创造良好的环境。
0	 SBV	 6	 努力	 a
1	 ADV	 6	 为	 p
2	 SBV	 3	 企业	 n
3	 POB	 1	 改革	 v
4	 LAD	 5	 和	 c
5	 COO	 3	 发展	 v
6	 HED	 -1	 创造	 v
7	 ATT	 9	 良好	 a
8	 RAD	 7	 的	 u
9	 VOB	 6	 环境	 n
10	 WP	 6	 。	 wp

中央调整个人收入分配政策在山东贯彻落实后。
0	 SBV	 1	 中央	 n
1	 HED	 -1	 调整	 v
2	 ATT	 3	 个人	 n
3	 SBV	 4	 收入	 n
4	 ATT	 5	 分配	 v
5	 VOB	 1	 政策	 n
6	 ADV	 8	 在	 p
7	 POB	 6	 山东	 ns
8	 ATT	 10	 贯彻	 v
9	 COO	 8	 落实	 v
10	 COO	 5	 后	 nd
11	 WP	 1	 。	 wp

仅以济南为例。
0	 ADV	 3	 仅	 d
1	 ADV	 3	 以	 p
2	 POB	 1	 济南	 ns
3	 HED	 -1	 为	 v
4	 VOB	 3	 例	 n
5	 WP	 3	 。	 wp

出现了居民消费性支出和手存现金大增的态势。
0	 HED	 -1	 出现	 v
1	 RAD	 0	 了	 u
2	 ATT	 3	 居民	 n
3	 ATT	 4	 消费性	 n
4	 SBV	 8	 支出	 n
5	 LAD	 7	 和	 c
6	 ATT	 7	 手存	 v
7	 COO	 4	 现金	 n
8	 ATT	 10	 大增	 v
9	 RAD	 8	 的	 u
10	 VOB	 0	 态势	 n
11	 WP	 0	 。	 wp

在居民腰包鼓起来的同时也刺激了消费。
0	 ADV	 8	 在	 p
1	 ATT	 2	 居民	 n
2	 ATT	 3	 腰包	 n
3	 ATT	 6	 鼓	 v
4	 CMP	 3	 起来	 v
5	 RAD	 3	 的	 u
6	 POB	 0	 同时	 n
7	 ADV	 8	 也	 d
8	 HED	 -1	 刺激	 v
9	 RAD	 8	 了	 u
10	 VOB	 8	 消费	 v
11	 WP	 8	 。	 wp

扩大了需求。
0	 HED	 -1	 扩大	 v
1	 RAD	 0	 了	 u
2	 VOB	 0	 需求	 n
3	 WP	 0	 。	 wp

可以预见。
0	 ADV	 1	 可以	 v
1	 HED	 -1	 预见	 v
2	 WP	 1	 。	 wp

今后一个时期。
0	 ATT	 2	 今后	 nt
1	 ATT	 2	 一个	 m
2	 HED	 -1	 时期	 n
3	 WP	 2	 。	 wp

财政仍将发挥调控经济运行的关键作用。
0	 SBV	 3	 财政	 n
1	 ADV	 3	 仍	 d
2	 ADV	 3	 将	 d
3	 HED	 -1	 发挥	 v
4	 ATT	 9	 调控	 v
5	 SBV	 6	 经济	 n
6	 VOB	 4	 运行	 v
7	 RAD	 4	 的	 u
8	 ATT	 9	 关键	 a
9	 VOB	 3	 作用	 n
10	 WP	 3	 。	 wp

从投资需求看。
0	 ADV	 3	 从	 p
1	 ATT	 2	 投资	 v
2	 POB	 0	 需求	 n
3	 HED	 -1	 看	 v
4	 WP	 3	 。	 wp

中央加大对基础设施的投资力度。
0	 SBV	 1	 中央	 n
1	 HED	 -1	 加大	 v
2	 ATT	 7	 对	 p
3	 ATT	 4	 基础	 n
4	 POB	 2	 设施	 n
5	 RAD	 2	 的	 u
6	 ATT	 7	 投资	 v
7	 VOB	 1	 力度	 n
8	 WP	 1	 。	 wp

带动了国民经济的回升。
0	 HED	 -1	 带动	 v
1	 RAD	 0	 了	 u
2	 ATT	 4	 国民经济	 n
3	 RAD	 2	 的	 u
4	 VOB	 0	 回升	 v
5	 WP	 0	 。	 wp

但企业和民间的投资意向不强。
0	 ADV	 8	 但	 c
1	 SBV	 5	 企业	 n
2	 LAD	 3	 和	 c
3	 COO	 1	 民间	 n
4	 RAD	 1	 的	 u
5	 ATT	 6	 投资	 v
6	 SBV	 8	 意向	 n
7	 ADV	 8	 不	 d
8	 HED	 -1	 强	 a
9	 WP	 8	 。	 wp

集体和个体投资依然呈现出低速增长的局面；从消费需求看。
0	 SBV	 3	 集体	 n
1	 LAD	 2	 和	 c
2	 COO	 0	 个体	 n
3	 SBV	 5	 投资	 v
4	 ADV	 5	 依然	 d
5	 HED	 -1	 呈现	 v
6	 CMP	 5	 出	 v
7	 ATT	 8	 低速	 d
8	 ATT	 10	 增长	 v
9	 RAD	 8	 的	 u
10	 VOB	 5	 局面	 n
11	 WP	 5	 ；	 wp

集体和个体投资依然呈现出低速增长的局面；从消费需求看。
0	 ADV	 3	 从	 p
1	 ATT	 2	 消费	 v
2	 POB	 0	 需求	 n
3	 HED	 -1	 看	 v
4	 WP	 3	 。	 wp

由于当前改革措施出台较为集中。
0	 ADV	 4	 由于	 c
1	 ADV	 2	 当前	 nt
2	 ATT	 3	 改革	 v
3	 FOB	 4	 措施	 n
4	 HED	 -1	 出台	 v
5	 ADV	 6	 较为	 d
6	 VOB	 4	 集中	 v
7	 WP	 4	 。	 wp

需要个人支出的项目增加较多。
0	 ATT	 4	 需要	 v
1	 ATT	 2	 个人	 n
2	 VOB	 0	 支出	 n
3	 RAD	 0	 的	 u
4	 SBV	 5	 项目	 n
5	 HED	 -1	 增加	 v
6	 ADV	 7	 较	 d
7	 CMP	 5	 多	 a
8	 WP	 5	 。	 wp

居民的支出预期还在进一步增强。
0	 ATT	 2	 居民	 n
1	 RAD	 0	 的	 u
2	 FOB	 7	 支出	 n
3	 FOB	 7	 预期	 v
4	 ADV	 7	 还	 d
5	 ADV	 7	 在	 d
6	 ADV	 7	 进一步	 d
7	 HED	 -1	 增强	 v
8	 WP	 7	 。	 wp

这就使得居民的消费行为更加谨慎。
0	 SBV	 2	 这	 r
1	 ADV	 2	 就	 d
2	 HED	 -1	 使得	 v
3	 ATT	 6	 居民	 n
4	 RAD	 3	 的	 u
5	 ATT	 6	 消费	 v
6	 DBL	 2	 行为	 n
7	 ADV	 8	 更加	 d
8	 VOB	 2	 谨慎	 a
9	 WP	 2	 。	 wp

市场消费偏淡的局面在短期内不会有很大改观。
0	 SBV	 1	 市场	 n
1	 SBV	 2	 消费	 v
2	 ATT	 4	 偏淡	 a
3	 RAD	 2	 的	 u
4	 SBV	 10	 局面	 n
5	 ADV	 10	 在	 p
6	 ATT	 7	 短期	 b
7	 POB	 5	 内	 nd
8	 ADV	 9	 不	 d
9	 ADV	 10	 会	 v
10	 HED	 -1	 有	 v
11	 ADV	 12	 很	 d
12	 ADV	 13	 大	 a
13	 VOB	 10	 改观	 v
14	 WP	 10	 。	 wp

从货币供应情况看。
0	 ADV	 2	 从	 p
1	 POB	 0	 货币	 n
2	 HED	 -1	 供应	 v
3	 VOB	 2	 情况	 n
4	 COO	 2	 看	 v
5	 WP	 2	 。	 wp

国家出台了一些金融改革和鼓励信贷投放的政策措施。
0	 SBV	 1	 国家	 n
1	 HED	 -1	 出台	 v
2	 RAD	 1	 了	 u
3	 ATT	 12	 一些	 m
4	 ATT	 5	 金融	 n
5	 ATT	 11	 改革	 v
6	 LAD	 7	 和	 c
7	 COO	 5	 鼓励	 v
8	 SBV	 9	 信贷	 n
9	 VOB	 7	 投放	 v
10	 RAD	 5	 的	 u
11	 ATT	 12	 政策	 n
12	 VOB	 1	 措施	 n
13	 WP	 1	 。	 wp

资金供求形势有望好转。
0	 FOB	 1	 资金	 n
1	 ATT	 2	 供求	 n
2	 SBV	 3	 形势	 n
3	 HED	 -1	 有望	 v
4	 VOB	 3	 好转	 v
5	 WP	 3	 。	 wp

但受大的宏观经济环境的影响。
0	 ADV	 8	 但	 c
1	 SBV	 8	 受	 v
2	 ATT	 6	 大	 a
3	 RAD	 2	 的	 u
4	 ATT	 6	 宏观	 n
5	 ATT	 6	 经济	 n
6	 VOB	 1	 环境	 n
7	 RAD	 1	 的	 u
8	 HED	 -1	 影响	 v
9	 WP	 8	 。	 wp

银行“惜贷”、“慎投”的现象难以根本改善。
0	 SBV	 2	 银行	 n
1	 WP	 2	 “	 wp
2	 ATT	 11	 惜	 v
3	 VOB	 2	 贷	 v
4	 WP	 2	 ”	 wp
5	 WP	 8	 、	 wp
6	 WP	 8	 “	 wp
7	 ADV	 8	 慎	 a
8	 COO	 2	 投	 v
9	 WP	 8	 ”	 wp
10	 RAD	 2	 的	 u
11	 FOB	 14	 现象	 n
12	 ADV	 14	 难以	 d
13	 ADV	 14	 根本	 d
14	 HED	 -1	 改善	 v
15	 WP	 14	 。	 wp

在这种情况下。
0	 HED	 -1	 在	 p
1	 ATT	 2	 这种	 r
2	 ATT	 3	 情况	 n
3	 POB	 0	 下	 nd
4	 WP	 0	 。	 wp

各级党委、政府就会更加重视运用财政手段进行调节。
0	 ATT	 1	 各级	 r
1	 SBV	 7	 党委	 n
2	 WP	 3	 、	 wp
3	 COO	 1	 政府	 n
4	 ADV	 5	 就	 c
5	 ADV	 7	 会	 v
6	 ADV	 7	 更加	 d
7	 HED	 -1	 重视	 v
8	 ADV	 11	 运用	 v
9	 ATT	 10	 财政	 n
10	 VOB	 8	 手段	 n
11	 VOB	 7	 进行	 v
12	 VOB	 11	 调节	 v
13	 WP	 7	 。	 wp

财政政策是国家重要的宏观经济政策。
0	 ATT	 1	 财政	 n
1	 SBV	 2	 政策	 n
2	 HED	 -1	 是	 v
3	 ATT	 8	 国家	 n
4	 ATT	 8	 重要	 a
5	 RAD	 4	 的	 u
6	 ATT	 7	 宏观	 n
7	 ATT	 8	 经济	 n
8	 VOB	 2	 政策	 n
9	 WP	 2	 。	 wp

在经济偏冷的情况下。
0	 HED	 -1	 在	 p
1	 SBV	 3	 经济	 n
2	 ADV	 3	 偏	 d
3	 ATT	 5	 冷	 a
4	 RAD	 3	 的	 u
5	 ATT	 6	 情况	 n
6	 POB	 0	 下	 nd
7	 WP	 0	 。	 wp

运用财政政策工具不需要中间传导过程就可以直接扩大社会需求。
0	 SBV	 5	 运用	 v
1	 ATT	 2	 财政	 n
2	 ATT	 3	 政策	 n
3	 VOB	 0	 工具	 n
4	 ADV	 5	 不	 d
5	 HED	 -1	 需要	 v
6	 ADV	 12	 中间	 nd
7	 ATT	 8	 传导	 v
8	 SBV	 12	 过程	 n
9	 ADV	 10	 就	 d
10	 ADV	 12	 可以	 v
11	 ADV	 12	 直接	 a
12	 VOB	 5	 扩大	 v
13	 ATT	 14	 社会	 n
14	 VOB	 12	 需求	 n
15	 WP	 5	 。	 wp

拉动经济增长的作用比较明显。
0	 ATT	 4	 拉动	 v
1	 SBV	 2	 经济	 n
2	 VOB	 0	 增长	 v
3	 RAD	 0	 的	 u
4	 SBV	 6	 作用	 n
5	 ADV	 6	 比较	 d
6	 HED	 -1	 明显	 a
7	 WP	 6	 。	 wp

从这个角度上讲。
0	 ADV	 4	 从	 p
1	 ATT	 2	 这个	 r
2	 ATT	 3	 角度	 n
3	 POB	 0	 上	 nd
4	 HED	 -1	 讲	 v
5	 WP	 4	 。	 wp

财政工作的效果如何。
0	 SBV	 1	 财政	 n
1	 ATT	 3	 工作	 v
2	 RAD	 1	 的	 u
3	 SBV	 4	 效果	 n
4	 HED	 -1	 如何	 r
5	 WP	 4	 。	 wp

将直接影响各级党委、政府的宏观决策。
0	 ADV	 1	 将	 d
1	 ADV	 2	 直接	 a
2	 HED	 -1	 影响	 v
3	 ATT	 4	 各级	 r
4	 ATT	 8	 党委	 n
5	 WP	 6	 、	 wp
6	 COO	 4	 政府	 n
7	 RAD	 4	 的	 u
8	 ATT	 9	 宏观	 n
9	 VOB	 2	 决策	 v
10	 WP	 2	 。	 wp

进而影响国民经济的发展。
0	 ADV	 1	 进而	 c
1	 HED	 -1	 影响	 v
2	 ATT	 4	 国民经济	 n
3	 RAD	 2	 的	 u
4	 VOB	 1	 发展	 v
5	 WP	 1	 。	 wp

如果财政出现了问题。
0	 ADV	 2	 如果	 c
1	 SBV	 2	 财政	 n
2	 HED	 -1	 出现	 v
3	 RAD	 2	 了	 u
4	 VOB	 2	 问题	 n
5	 WP	 2	 。	 wp

将会导致经济工作的被动。
0	 ADV	 2	 将	 d
1	 ADV	 2	 会	 v
2	 HED	 -1	 导致	 v
3	 ATT	 4	 经济	 n
4	 ATT	 6	 工作	 v
5	 RAD	 4	 的	 u
6	 VOB	 2	 被动	 a
7	 WP	 2	 。	 wp

    二、财政对促进社会发展和对社会稳定的保障作用日益突出。
0	 ADV	 12	 二	 m
1	 WP	 12	 、	 wp
2	 SBV	 12	 财政	 n
3	 ADV	 12	 对	 p
4	 POB	 3	 促进	 v
5	 SBV	 6	 社会	 n
6	 VOB	 4	 发展	 v
7	 LAD	 10	 和	 c
8	 ADV	 10	 对	 p
9	 POB	 8	 社会	 n
10	 COO	 6	 稳定	 a
11	 RAD	 6	 的	 u
12	 ATT	 13	 保障	 v
13	 SBV	 15	 作用	 n
14	 ADV	 15	 日益	 d
15	 HED	 -1	 突出	 a
16	 WP	 15	 。	 wp

使社会各方面对财政问题倍加关注    从当前的经济运行情况看。
0	 HED	 -1	 使	 v
1	 ATT	 3	 社会	 n
2	 ATT	 3	 各	 r
3	 DBL	 0	 方面	 n
4	 ADV	 8	 对	 p
5	 ATT	 6	 财政	 n
6	 POB	 4	 问题	 n
7	 ADV	 8	 倍加	 d
8	 VOB	 0	 关注	 v
9	 ADV	 15	 从	 p
10	 ATT	 14	 当前	 nt
11	 RAD	 10	 的	 u
12	 SBV	 13	 经济	 n
13	 ATT	 14	 运行	 v
14	 POB	 9	 情况	 n
15	 COO	 8	 看	 v
16	 WP	 0	 。	 wp

由于目前出现的通货紧缩趋势。
0	 ADV	 5	 由于	 c
1	 ADV	 2	 目前	 nt
2	 ATT	 4	 出现	 v
3	 RAD	 2	 的	 u
4	 SBV	 5	 通货	 n
5	 HED	 -1	 紧缩	 v
6	 VOB	 5	 趋势	 n
7	 WP	 5	 。	 wp

是机制与结构、内需与外需等多种因素综合作用的结果。
0	 HED	 -1	 是	 v
1	 SBV	 12	 机制	 n
2	 ADV	 12	 与	 p
3	 ATT	 11	 结构	 n
4	 WP	 5	 、	 wp
5	 COO	 3	 内需	 n
6	 LAD	 8	 与	 c
7	 ADV	 8	 外	 nd
8	 ADV	 9	 需	 v
9	 RAD	 3	 等	 u
10	 ATT	 11	 多种	 m
11	 POB	 2	 因素	 n
12	 ATT	 15	 综合	 v
13	 VOB	 12	 作用	 n
14	 RAD	 12	 的	 u
15	 VOB	 0	 结果	 n
16	 WP	 0	 。	 wp

是多年来积累下来的各种深层次矛盾的集中反映。
0	 HED	 -1	 是	 v
1	 ATT	 2	 多	 a
2	 ADV	 4	 年	 q
3	 RAD	 2	 来	 nd
4	 ATT	 9	 积累	 v
5	 CMP	 4	 下来	 v
6	 RAD	 4	 的	 u
7	 ATT	 9	 各种	 r
8	 ATT	 9	 深	 a
9	 SBV	 13	 层次	 n
10	 SBV	 13	 矛盾	 a
11	 RAD	 10	 的	 u
12	 ADV	 13	 集中	 a
13	 VOB	 0	 反映	 v
14	 WP	 0	 。	 wp

预计当前及今后一段时期。
0	 HED	 -1	 预计	 v
1	 ATT	 6	 当前	 nt
2	 LAD	 3	 及	 c
3	 COO	 1	 今后	 nt
4	 ATT	 5	 一	 m
5	 ATT	 6	 段	 q
6	 VOB	 0	 时期	 n
7	 WP	 0	 。	 wp

经济乏力和需求不足的问题仍会比较突出。
0	 SBV	 1	 经济	 n
1	 ATT	 6	 乏力	 a
2	 LAD	 4	 和	 c
3	 SBV	 4	 需求	 n
4	 COO	 1	 不足	 a
5	 RAD	 1	 的	 u
6	 SBV	 10	 问题	 n
7	 ADV	 8	 仍	 d
8	 ADV	 10	 会	 v
9	 ADV	 10	 比较	 d
10	 HED	 -1	 突出	 a
11	 WP	 10	 。	 wp

保大局、保稳定。
0	 HED	 -1	 保	 v
1	 VOB	 0	 大局	 n
2	 WP	 3	 、	 wp
3	 COO	 0	 保	 v
4	 VOB	 3	 稳定	 a
